rank,finalWorth,category,personName,age,country,city,source,selfMade,gender,lastName,firstName
246,8300,Finance & Investments,Francine von Finck & family,0,Switzerland,Thurgau,Investments,FALSE,F,von Finck,Francine
249,8200,Real Estate,Francis Choi,75,Hong Kong,Hong Kong,Real estate,TRUE,M,Choi,Francis
249,8200,Energy,German Khan,61,Russia,Moscow,"Oil, banking, telecom",TRUE,M,Khan,German
249,8200,Diversified,Abdulsamad Rabiu,62,Nigeria,Lagos,"Cement, sugar",FALSE,M,Rabiu,Abdulsamad
249,8200,Finance & Investments,George Roberts,79,United States,Atherton,Private equity,TRUE,M,Roberts,George
249,8200,Real Estate,Kushal Pal Singh,91,India,Delhi,Real estate,FALSE,M,Singh,Kushal Pal
249,8200,Real Estate,Wang Jianlin,68,China,Beijing,Real estate,TRUE,M,Wang,Jianlin
249,8200,Real Estate,Yang Huiyan & family,41,China,Foshan,Real estate,FALSE,F,Yang,Huiyan
256,8100,Diversified,Laurent Dassault,69,France,Paris,Diversified,FALSE,M,Dassault,Laurent
256,8100,Diversified,Thierry Dassault,66,France,Paris,Diversified,FALSE,M,Dassault,Thierry
256,8100,Food & Beverage,Tilman Fertitta,65,United States,Houston,"Houston Rockets, entertainment",TRUE,M,Fertitta,Tilman
256,8100,Diversified,Marie-Hélène Habert-Dassault,58,France,Paris,Diversified,FALSE,F,Habert-Dassault,Marie-Hélène
256,8100,Gambling & Casinos,Karel Komarek,54,Switzerland,Verbier,"Oil and gas, IT, lotteries",TRUE,M,Komarek,Karel
261,8000,Technology,Nathan Blecharczyk,39,United States,San Francisco,Airbnb,TRUE,M,Blecharczyk,Nathan
261,8000,Energy,Leonid Fedun,66,Russia,Moscow,Oil,TRUE,M,Fedun,Leonid
261,8000,Fashion & Retail,Bernard Marcus,93,United States,Atlanta,Home Depot,TRUE,M,Marcus,Bernard
261,8000,Finance & Investments,Patrick Ryan,85,United States,Winnetka,Insurance,TRUE,M,Ryan,Patrick
261,8000,Finance & Investments,Robert F. Smith,60,United States,Austin,Private equity,TRUE,M,Smith,Robert F.
261,8000,Metals & Mining,Pavel Tykac,58,Czech Republic,Prague,Coal mines,TRUE,M,Tykac,Pavel
261,8000,Finance & Investments,Eric Wittouck,76,Monaco,Blank,Investments,FALSE,M,Wittouck,Eric
268,7900,Finance & Investments,Orlando Bravo,52,United States,Miami Beach,Private equity,TRUE,M,Bravo,Orlando
268,7900,Fashion & Retail,Ding Shizhong,52,China,Quanzhou,Sports apparel,TRUE,M,Ding,Shizhong
268,7900,Fashion & Retail,Nancy Walton Laurie,71,United States,Henderson,Walmart,FALSE,F,Laurie,Nancy Walton
268,7900,Technology,Jay Y. Lee,54,South Korea,Seoul,Samsung,FALSE,M,Lee,Jay Y.
268,7900,Finance & Investments,Ramzi Musallam,54,United States,New York,Private equity,TRUE,M,Musallam,Ramzi
268,7900,Finance & Investments,David Shaw,72,United States,New York,Hedge funds,TRUE,M,Shaw,David
268,7900,Metals & Mining,Andrei Skoch & family,57,Russia,Moscow,Metals and mining,TRUE,M,Skoch & family,Andrei
268,7900,Diversified,Georg Stumpf,50,Austria,Vienna,"Real estate, construction",TRUE,M,Stumpf,Georg
276,7800,Telecom,Rocco Commisso,73,United States,Saddle River,Telecom,TRUE,M,Commisso,Rocco
276,7800,Manufacturing,Li Shuirong & family,66,China,Hangzhou,Petrochemicals,TRUE,M,Li,Shuirong
276,7800,Manufacturing,Lin Shu-hong,94,Taiwan,Taipei,Petrochemicals,TRUE,M,Lin,Shu-hong
276,7800,Technology,Qi Shi & family,53,China,Shanghai,Financial information,TRUE,M,Qi,Shi
276,7800,Manufacturing,Yao Liangsong,58,China,Guangzhou,Furniture,TRUE,M,Yao,Liangsong
276,7800,Fashion & Retail,Zhang Congyuan,75,Taiwan,Taoyuan,Shoes,TRUE,M,Zhang,Congyuan
282,7700,Food & Beverage,Jean-Michel Besnier,55,France,Laval,Cheese,FALSE,M,Besnier,Jean-Michel
282,7700,Food & Beverage,Marie Besnier Beauvalot,42,France,Laval,Cheese,FALSE,F,Besnier Beauvalot,Marie
282,7700,Media & Entertainment,David Geffen,80,United States,Beverly Hills,"Movies, record labels",TRUE,M,Geffen,David
282,7700,Technology,Robin Li,54,China,Beijing,Internet search,TRUE,M,Li,Robin
282,7700,Service,Liu Yonghao & family,71,China,Chengdu,Agribusiness,TRUE,M,Liu,Yonghao
282,7700,Technology,Henry Samueli,68,United States,Newport Beach,Semiconductors,TRUE,M,Samueli,Henry
282,7700,Healthcare,Reinhold Schmieding,68,United States,Naples,Medical devices,TRUE,M,Schmieding,Reinhold
282,7700,Real Estate,Ivar Tollefsen,61,Norway,Oslo,Real estate,TRUE,M,Tollefsen,Ivar
290,7600,Energy,Cao Renxian,54,China,Hefei,Photovoltaic equipment,TRUE,M,Cao,Renxian
290,7600,Healthcare,Hasmukh Chudgar & family,89,India,Ahmedabad,Pharmaceuticals,TRUE,M,Chudgar,Hasmukh
290,7600,Manufacturing,Andrew Currie,67,United Kingdom,London,Chemicals,TRUE,M,Currie,Andrew
290,7600,Technology,Joe Gebbia,41,United States,Austin,Airbnb,TRUE,M,Gebbia,Joe
290,7600,Real Estate,Philip Ng,64,Singapore,Singapore,Real Estate,FALSE,M,Ng,Philip
290,7600,Manufacturing,John Reece,66,United Kingdom,London,Chemicals,TRUE,M,Reece,John
290,7600,Real Estate,Leonard Stern,85,United States,New York,Real estate,FALSE,M,Stern,Leonard
290,7600,Technology,Joseph Tsai,59,Hong Kong,Hong Kong,E-commerce,TRUE,M,Tsai,Joseph
290,7600,Healthcare,Zhong Huijuan,62,China,Shanghai,Pharmaceuticals,TRUE,F,Zhong,Huijuan
299,7500,Sports,Arthur Blank,80,United States,Atlanta,Home Depot,TRUE,M,Blank,Arthur
299,7500,Fashion & Retail,Charles Butt,85,United States,San Antonio,Supermarkets,FALSE,M,Butt,Charles
299,7500,Fashion & Retail,Ding Shijia,59,China,Quanzhou,Sports apparel,TRUE,M,Ding,Shijia
299,7500,Finance & Investments,"Paul Tudor Jones, II.",68,United States,Palm Beach,Hedge funds,TRUE,M,Jones,Paul Tudor
299,7500,Finance & Investments,Henry Kravis,79,United States,New York,Private equity,TRUE,M,Kravis,Henry
299,7500,Food & Beverage,Zhang Yong,52,Singapore,Singapore,Restaurants,TRUE,M,Zhang,Yong
305,7400,Technology,James Goodnight,80,United States,Cary,Software,TRUE,M,Goodnight,James
305,7400,Manufacturing,Sri Prakash Lohia,70,United Kingdom,London,Petrochemicals,FALSE,M,Lohia,Sri Prakash
305,7400,Fashion & Retail,Ma Jianrong,59,China,Ningbo,"Textiles, apparel",TRUE,M,Ma,Jianrong
305,7400,Real Estate,Robert Ng,71,Singapore,Singapore,Real estate,FALSE,M,Ng,Robert
305,7400,Manufacturing,Steven Rales,72,United States,Santa Barbara,"Manufacturing, investments",TRUE,M,Rales,Steven
305,7400,Construction & Engineering,Nassef Sawiris,62,Egypt,Cairo,"Construction, investments",FALSE,M,Sawiris,Nassef
305,7400,Food & Beverage,Harry Stine,81,United States,Adel,Agriculture,TRUE,M,Stine,Harry
312,7300,Manufacturing,Benu Gopal Bangur,91,India,Kolkata,Cement,FALSE,M,Bangur,Benu Gopal
312,7300,Metals & Mining,Iskander Makhmudov,59,Russia,Moscow,"Mining, metals, machinery",TRUE,M,Makhmudov,Iskander
312,7300,Fashion & Retail,Anders Holch Povlsen,50,Denmark,Aarhus,Fashion retail,FALSE,M,Povlsen,Anders Holch
312,7300,Logistics,Enrique Razon Jr.,63,Philippines,Manila,Ports,FALSE,M,Razon Jr.,Enrique
312,7300,Technology,Wang Laichun,55,China,Shenzhen,Electronics components,TRUE,F,Wang,Laichun
317,7200,Finance & Investments,Arthur Dantchik,65,United States,Gladwyne,"Trading, investments",TRUE,M,Dantchik,Arthur
317,7200,Technology,Terry Gou,72,Taiwan,Taipei,Electronics,TRUE,M,Gou,Terry
317,7200,Real Estate,Jeff Greene,68,United States,Palm Beach,"Real estate, investments",TRUE,M,Greene,Jeff
317,7200,Finance & Investments,Don Hankey,79,United States,Malibu,Auto loans,TRUE,M,Hankey,Don
317,7200,Energy,Richard Kinder,78,United States,Houston,Pipelines,TRUE,M,Kinder,Richard
317,7200,Finance & Investments,Guillaume Pousaz,41,United Arab Emirates,Dubai,Fintech,TRUE,M,Pousaz,Guillaume
317,7200,Fashion & Retail,Takahisa Takahara,61,Japan,Tokyo,Personal care goods,FALSE,M,Takahara,Takahisa
317,7200,Food & Beverage,Zong Qinghou,77,China,Hangzhou,Beverages,TRUE,M,Zong,Qinghou
325,7100,Technology,Judy Faulkner,79,United States,Madison,Healthcare software,TRUE,F,Faulkner,Judy
325,7100,Gambling & Casinos,Johann Graf,76,Austria,Vienna,Gambling,TRUE,M,Graf,Johann
325,7100,Service,Tamara Gustavson,61,United States,Lexington,Self storage,FALSE,F,Gustavson,Tamara
325,7100,Manufacturing,Liang Wengen,66,China,Changsha,Construction equipment,TRUE,M,Liang,Wengen
325,7100,Healthcare,Frederik Paulsen,72,Switzerland,Lausanne,Health care,FALSE,M,Paulsen,Frederik
325,7100,Finance & Investments,Wee Cho Yaw,94,Singapore,Singapore,Banking,FALSE,M,Wee,Cho Yaw
325,7100,Manufacturing,Zhang Hejun,71,China,Ningbo,Electronics,TRUE,M,Zhang,Hejun
332,7000,Technology,Marc Benioff,58,United States,San Francisco,Business software,TRUE,M,Benioff,Marc
332,7000,Media & Entertainment,Dmitri Bukhman,37,United Kingdom,London,Online games,TRUE,M,Bukhman,Dmitri
332,7000,Media & Entertainment,Igor Bukhman,41,United Kingdom,London,Online games,TRUE,M,Bukhman,Igor
332,7000,Technology,Jack Dangermond,77,United States,Redlands,Mapping software,TRUE,M,Dangermond,Jack
332,7000,Manufacturing,Ashwin Dani & family,80,India,Mumbai,Paints,FALSE,M,Dani,Ashwin
332,7000,Fashion & Retail,Ralph Lauren,83,United States,New York,Apparel,TRUE,M,Lauren,Ralph
332,7000,Real Estate,Law Kar Po,74,Hong Kong,Hong Kong,Real estate,FALSE,M,Law,Kar Po
332,7000,Diversified,Rohiqa Cyrus Mistry,55,India,Mumbai,Diversified,FALSE,F,Mistry,Rohiqa Cyrus
332,7000,Diversified,Shapoor Mistry,58,India,Mumbai,Diversified,FALSE,M,Mistry,Shapoor
332,7000,Food & Beverage,J. Christopher Reyes,69,United States,Hobe Sound,Food distribution,TRUE,M,Reyes,J. Christopher
332,7000,Food & Beverage,Jude Reyes,67,United States,Palm Beach,Food distribution,TRUE,M,Reyes,Jude
332,7000,Food & Beverage,Don Vultaggio & family,71,United States,Port Washington,Beverages,TRUE,M,Vultaggio,Don
344,6900,Diversified,Alejandro Bailleres Gual & family,62,Mexico,Blank,Diversified,FALSE,M,Bailleres Gual,Alejandro
344,6900,Diversified,Edythe Broad & family,87,United States,Los Angeles,"Homebuilding, insurance",FALSE,F,Broad,Edythe
344,6900,Food & Beverage,Pauline MacMillan Keinath,89,United States,St. Louis,Cargill,FALSE,F,Keinath,Pauline MacMillan
344,6900,Finance & Investments,Philippe Laffont,55,United States,New York,Hedge fund,TRUE,M,Laffont,Philippe
344,6900,Technology,Liu Jincheng & family,58,China,Huizhou,Lithium batteries,TRUE,M,Liu,Jincheng
344,6900,Real Estate,Igor Olenicoff,80,United States,Lighthouse Point,Real estate,TRUE,M,Olenicoff,Igor
344,6900,Fashion & Retail,Sandra Ortega Mera,54,Spain,La Coruna,Zara,FALSE,F,Ortega Mera,Sandra
344,6900,Healthcare,Ronda Stryker,68,United States,Portage,Medical equipment,FALSE,F,Stryker,Ronda
352,6800,Energy,Dannine Avara,59,United States,Houston,Pipelines,FALSE,F,Avara,Dannine
352,6800,Diversified,Silvio Berlusconi & family,86,Italy,Milan,Media,TRUE,M,Berlusconi,Silvio
352,6800,Gambling & Casinos,Denise Coates,55,United Kingdom,Stoke-on-Trent,Online gambling,TRUE,F,Coates,Denise
352,6800,Energy,Scott Duncan,40,United States,Houston,Pipelines,FALSE,M,Duncan,Scott
352,6800,Energy,Milane Frantz,53,United States,Houston,Pipelines,FALSE,F,Frantz,Milane
352,6800,Finance & Investments,"Edward Johnson, IV.",58,United States,Boston,Fidelity,FALSE,M,Johnson,Edward
352,6800,Finance & Investments,Yuri Milner,61,United States,Los Altos,Tech investments,TRUE,M,Milner,Yuri
352,6800,Technology,Gordon Moore,94,United States,Woodside,Intel,TRUE,M,Moore,Gordon
352,6800,Finance & Investments,John Overdeck,53,United States,Millburn,Hedge funds,TRUE,M,Overdeck,John
352,6800,Finance & Investments,David Siegel,61,United States,Scarsdale,Hedge funds,TRUE,M,Siegel,David
352,6800,Diversified,Viktor Vekselberg,65,Russia,Moscow,"Metals, investments",TRUE,M,Vekselberg,Viktor
352,6800,Technology,Wang Laisheng,58,China,Shenzhen,Electronics components,TRUE,M,Wang,Laisheng
352,6800,Energy,Randa Duncan Williams,61,United States,Houston,Pipelines,FALSE,F,Williams,Randa Duncan
365,6700,Finance & Investments,Ken Fisher,72,United States,Dallas,Money management,TRUE,M,Fisher,Ken
365,6700,Finance & Investments,Christopher Hohn,56,United Kingdom,London,Hedge funds,TRUE,M,Hohn,Christopher
365,6700,Manufacturing,Kjeld Kirk Kristiansen,75,Denmark,Billund,Lego,FALSE,M,Kristiansen,Kjeld Kirk
365,6700,Manufacturing,Sofie Kirk Kristiansen,47,Denmark,Billund,Lego,FALSE,F,Kristiansen,Sofie Kirk
365,6700,Manufacturing,Thomas Kirk Kristiansen,44,Denmark,Billund,Lego,FALSE,M,Kristiansen,Thomas Kirk
365,6700,Healthcare,Massimiliana Landini Aleotti & family,80,Italy,Fiesole,Pharmaceuticals,FALSE,F,Landini Aleotti,Massimiliana
365,6700,Automotive,Li Ping,55,China,Ningde,Batteries,TRUE,M,Li,Ping
365,6700,Manufacturing,Lin Jianhua,60,China,Hangzhou,Solar panel components,TRUE,M,Lin,Jianhua
365,6700,Manufacturing,Magdalena Martullo-Blocher,54,Switzerland,Feldmeilen,Chemicals,FALSE,F,Martullo-Blocher,Magdalena
365,6700,Telecom,Xavier Niel,55,France,Paris,"Internet, telecom",TRUE,M,Niel,Xavier
365,6700,Energy,Terrence Pegula,72,United States,Boca Raton,Natural gas,TRUE,M,Pegula,Terrence
365,6700,Real Estate,"Edward Roski, Jr.",84,United States,Los Angeles,Real estate,FALSE,M,Roski,Edward
365,6700,Real Estate,John A. Sobrato & family,83,United States,Atherton,Real estate,TRUE,M,Sobrato,John A.
365,6700,Finance & Investments,George Soros,92,United States,Katonah,Hedge funds,TRUE,M,Soros,George
365,6700,Technology,David Sun,71,United States,Irvine,Computer hardware,TRUE,M,Sun,David
365,6700,Manufacturing,Agnete Kirk Thinggaard,39,Denmark,Billund,Lego,FALSE,F,Thinggaard,Agnete Kirk
365,6700,Technology,John Tu,81,United States,Rolling Hills,Computer hardware,TRUE,M,Tu,John
365,6700,Food & Beverage,Xu Shihui,65,China,Quanzhou,"Snacks, beverages",TRUE,M,Xu,Shihui
383,6600,Manufacturing,Rahel Blocher,47,Switzerland,Wilen bei Wollerau,Chemicals,FALSE,F,Blocher,Rahel
383,6600,Food & Beverage,Bubba Cathy,68,United States,Atlanta,Chick-fil-A,FALSE,M,Cathy,Bubba
383,6600,Food & Beverage,Dan Cathy,70,United States,Atlanta,Chick-fil-A,FALSE,M,Cathy,Dan
383,6600,Food & Beverage,Trudy Cathy White,67,United States,Hampton,Chick-fil-A,FALSE,F,Cathy White,Trudy
383,6600,Finance & Investments,Bruce Kovner,78,United States,New York,Hedge funds,TRUE,M,Kovner,Bruce
383,6600,Technology,"Henry Nicholas, III.",63,United States,Newport Coast,Semiconductors,TRUE,M,Nicholas,Henry
383,6600,Finance & Investments,Nadia Thiele,47,Germany,Munich,Investments,FALSE,F,Thiele,Nadia
390,6500,Finance & Investments,David Bonderman,80,United States,Fort Worth,Private equity,TRUE,M,Bonderman,David
390,6500,Technology,Melinda French Gates,58,United States,Medina,Microsoft,FALSE,F,French Gates,Melinda
390,6500,Fashion & Retail,Nathan Kirsh,91,Eswatini (Swaziland),Ezulwini,"Retail, real estate",TRUE,M,Kirsh,Nathan
390,6500,Real Estate,Annette Lerner & family,93,United States,Chevy Chase,Real estate,FALSE,F,Lerner,Annette
390,6500,Real Estate,David Reuben,84,United Kingdom,London,"Investments, real estate",TRUE,M,Reuben,David
390,6500,Diversified,Simon Reuben,81,Monaco,Monaco,"Real estate, investments",TRUE,M,Reuben,Simon
390,6500,Real Estate,Radovan Vitek,51,Switzerland,Crans Montana,Real estate,TRUE,M,Vitek,Radovan
397,6400,Finance & Investments,Carl Bennet,71,Sweden,Gothenberg,Investments,TRUE,M,Bennet,Carl
397,6400,Sports,Stephen Bisciotti,62,United States,Hobe Sound,"Staffing, Baltimore Ravens",TRUE,M,Bisciotti,Stephen
397,6400,Finance & Investments,Stanley Druckenmiller,69,United States,New York,Hedge funds,TRUE,M,Druckenmiller,Stanley
397,6400,Healthcare,Jian Jun,59,China,Beijing,Biomedical products,TRUE,F,Jian,Jun
397,6400,Energy,Alexei Kuzmichev,60,France,Paris,"Oil, banking, telecom",TRUE,M,Kuzmichev,Alexei
397,6400,Manufacturing,Dmitry Rybolovlev & family,56,Monaco,Monaco,Fertilizer,TRUE,M,Rybolovlev,Dmitry
397,6400,Finance & Investments,Luis Carlos Sarmiento,90,Colombia,Bogota,Banking,TRUE,M,Sarmiento,Luis Carlos
397,6400,Logistics,Dennis Washington,88,United States,Missoula,"Construction, mining",TRUE,M,Washington,Dennis
405,6300,Construction & Engineering,Anthony Bamford & family,77,United Kingdom,Gloucestershire,Construction equipment,FALSE,M,Bamford,Anthony
405,6300,Energy,Gao Jifan & family,58,China,Changzhou,Solar equipment,TRUE,M,Gao,Jifan
405,6300,Finance & Investments,John Grayken,66,United Kingdom,London,Private equity,TRUE,M,Grayken,John
405,6300,Healthcare,Alain Merieux & family,85,France,Lyon,Pharmaceuticals,FALSE,M,Merieux,Alain
405,6300,Energy,Wang Yusuo & family,59,China,Langfang,Natural gas distribution,TRUE,M,Wang,Yusuo
405,6300,Manufacturing,Stef Wertheimer & family,96,Israel,Tel Aviv,Metalworking tools,TRUE,M,Wertheimer,Stef
411,6200,Food & Beverage,Maria Asuncion Aramburuzabala & family,59,Mexico,Mexico City,"Beer, investments",FALSE,F,Aramburuzabala,Maria Asuncion
411,6200,Diversified,Gustaf Douglas,85,Sweden,Stockholm,Investments,TRUE,M,Douglas,Gustaf
411,6200,Service,Frits Goldschmeding,89,Netherlands,Amsterdam,Temp agency,TRUE,M,Goldschmeding,Frits
411,6200,Food & Beverage,Lin Muqin & family,59,China,Shenzhen,Beverages,TRUE,M,Lin,Muqin
411,6200,Manufacturing,Ruan Liping,59,China,Ningbo,Power strips,TRUE,M,Ruan,Liping
411,6200,Manufacturing,Ruan Xueping,51,China,Ningbo,Power strip,TRUE,M,Ruan,Xueping
411,6200,Finance & Investments,Michal Solowow,60,Poland,Kielce,Investments,TRUE,M,Solowow,Michal
418,6100,Diversified,Mike Adenuga,69,Nigeria,Lagos,"Telecom, oil",TRUE,M,Adenuga,Mike
418,6100,Finance & Investments,Tom Gores,58,United States,Beverly Hills,Private equity,TRUE,M,Gores,Tom
418,6100,Fashion & Retail,Michael Herz,79,Germany,Hamburg,Coffee,FALSE,M,Herz,Michael
418,6100,Fashion & Retail,Wolfgang Herz,72,Germany,Hamburg,Coffee,FALSE,M,Herz,Wolfgang
418,6100,Energy,Michael Kadoorie,81,Hong Kong,Hong Kong,"Hotels, energy",FALSE,M,Kadoorie,Michael
418,6100,Telecom,Sunil Mittal,65,Blank,Blank,Telecom,TRUE,M,Mittal,Sunil
418,6100,Technology,Zhou Qunfei,53,Hong Kong,Hong Kong,Smartphone screens,TRUE,F,Zhou,Qunfei
425,6000,Metals & Mining,Alexander Abramov,64,Russia,Moscow,"Steel, mining",TRUE,M,Abramov,Alexander
425,6000,Real Estate,Rene Benko,46,Austria,Blank,"Real estate, retail",TRUE,M,Benko,Rene
425,6000,Real Estate,Neil Bluhm,85,United States,Chicago,Real estate,TRUE,M,Bluhm,Neil
425,6000,Fashion & Retail,Alain Bouchard,74,Canada,Montreal,Convinience stores,TRUE,M,Bouchard,Alain
425,6000,Technology,Jay Chaudhry,63,United States,Reno,Security software,TRUE,M,Chaudhry,Jay
425,6000,Fashion & Retail,Gopikishan Damani,65,India,Mumbai,"Retail, investments",TRUE,M,Damani,Gopikishan
425,6000,Diversified,Sumet Jiaravanon,88,Thailand,Bangkok,Diversified,FALSE,M,Jiaravanon,Sumet
425,6000,Finance & Investments,Joe Lewis,86,Bahamas,Albany,Investments,TRUE,M,Lewis,Joe
425,6000,Finance & Investments,Frank Lowy,92,Israel,Tel Aviv,Investments,TRUE,M,Lowy,Frank
425,6000,Finance & Investments,Michael Milken,76,United States,Los Angeles,Investments,TRUE,M,Milken,Michael
425,6000,Technology,David Steward,71,United States,St. Louis,IT provider,TRUE,M,Steward,David
425,6000,Fashion & Retail,Les Wexner & family,85,United States,New Albany,Retail,TRUE,M,Wexner,Les
437,5900,Real Estate,Cai Kui,60,China,Chengdu,Real estate,TRUE,M,Cai,Kui
437,5900,Diversified,Jaran Chiaravanont,93,Thailand,Bangkok,Diversified,FALSE,M,Chiaravanont,Jaran
437,5900,Finance & Investments,Andreas Halvorsen,61,United States,Darien,Hedge funds,TRUE,M,Halvorsen,Andreas
437,5900,Finance & Investments,Antony Ressler,62,United States,Los Angeles,Finance,TRUE,M,Ressler,Antony
437,5900,Food & Beverage,Tsai Eng-meng,66,China,Shanghai,"Food, beverages",FALSE,M,Tsai,Eng-meng
442,5800,Finance & Investments,Josh Harris,58,United States,Miami,Private equity,TRUE,M,Harris,Josh
442,5800,Healthcare,Niels Peter Louis-Hansen,75,Denmark,Humlebaek,Medical devices,FALSE,M,Louis-Hansen,Niels Peter
442,5800,Healthcare,Patrick Soon-Shiong,70,United States,Los Angeles,Pharmaceuticals,TRUE,M,Soon-Shiong,Patrick
445,5700,Metals & Mining,Rinat Akhmetov,56,Ukraine,Donetsk,"Steel, coal",TRUE,M,Akhmetov,Rinat
445,5700,Healthcare,John Brown,88,United States,Atlanta,Medical equipment,TRUE,M,Brown,John
445,5700,Media & Entertainment,Clive Calder,76,Cayman Islands,Grand Cayman,Record label,TRUE,M,Calder,Clive
445,5700,Energy,Arthur Irving,93,Canada,Saint John,Oil,FALSE,M,Irving,Arthur
445,5700,Real Estate,Fredrik Lundberg,71,Sweden,Stockholm,"Real estate, investments",FALSE,M,Lundberg,Fredrik
445,5700,Construction & Engineering,Thomas Schmidheiny,77,Switzerland,Jona,Cement,FALSE,M,Schmidheiny,Thomas
445,5700,Logistics,Helmut Sohmen,83,Hong Kong,Hong Kong,Shipping,FALSE,M,Sohmen,Helmut
445,5700,Finance & Investments,Daniel Ziff,51,United States,New York,Investments,FALSE,M,Ziff,Daniel
